REVIEW_INDEX,REVIEW_DATE,REVIEW_RATING,REVIEW_TITLE,REVIEW_BODY,DATE_OF_EXPERIENCE,TRIP_TYPE,REVIEW_CRAWLED_TIME,REVIEWER_NAME,HOME_COUNTRY,ATTRACTION_NAME,ATTRACTION_TYPE,ADDRESS,clean_text
611510634,2018-08-28 00:00:00.000,5,Nature's Trail 28km of it in the middle of Singapore!,"Put Singapore map in front of you and look into the centre of it and you will see MacRitchie Reservoir - a green oasis! 14 kms on either side is MacRitchie Trail that leads to beautiful views of the Reservoir as also lush tropical forest. One trail leads to Tree Top Walk which is a must._x000D_
When you are at MacRitchie, don't forget to eat local delicacies at the Mushroom Cafe!",2018-08-01 00:00:00.000,Family,2020-01-29 23:43:08.550,ruumid,Singapore,MacRitchie Nature Trail,Nature & Wildlife,"MacRitchie Reservoir Park, Singapore 298717, Singapore",put singapore map front look centre see macritchie reservoir green oasis km either side macritchie trail lead beautiful view reservoir also lush tropical forest one trail lead tree top walk mustxd macritchie not forget eat local delicacy mushroom cafe
548922391,2017-12-24 00:00:00.000,5,"Check out What's On before you go, and enjoy!","This is a fascinating building to view - from the outside - and a trip to the vicinity is well worth it. We spent a while photographing the gorgeous tropical waterlilies, the building itself and the views from outside before entering._x000D_
As exhibitions vary you may want to check out what's on before deciding whether to pay to see the exhibits inside. Regardless of this the gift shop can be accessed free of charge and has an array of items that fit the Art - Science theme as well as a few for general tourists._x000D_
We were lucky enough to see 'NASA - A human adventure' and 'Journey to Infinity: Escher's World of Wonder' which we thoroughly enjoyed._x000D_
If you have children then the permanent 'Future World' exhibit will appeal to them (and the child inside you too)._x000D_
We will be sure to visit the ArtScience Museum again on our next Singapore trip.",2017-01-01 00:00:00.000,Couples,2020-01-30 14:05:17.653,dna231701,Australia,ArtScience Museum at Marina Bay Sands,"Art, History & Culture","10 Bayfront Avenue Marina Bay Sands, Singapore 018956, Singapore",fascinate building view outside trip vicinity well worth spent photograph gorgeous tropical waterlilies building view outside enteringxd exhibition vary may want check decide whether pay see exhibit inside regardless gift shop access free charge array item fit art science theme well general touristsxd lucky enough see nasa human adventure journey infinity eschers world wonder thoroughly enjoyedxd child permanent future world exhibit appeal child inside xd sure visit artscience museum next singapore trip
547429871,2017-12-16 00:00:00.000,5,The Gardens as experienced by two oldies.,"We went to the Garden by Taxi in the evening as it had rained all day. We were shown which way to go and enjoyed the Gardens by night which are spectacular, it was still warm but not hot, and not crowded at all. We went back the next day to see it in daylight, it was fairly hot and crowded, but still got around fairly well. We would have liked more rest spots and places to buy a drink, and a sign to show the way out would be really helpful..",2017-11-01 00:00:00.000,Couples,2020-01-25 17:33:39.764,Gayle S,Australia,Gardens by the Bay,Leisure & Recreation,"18 Marina Gardens Drive | Bayfront Plaza, Singapore 018953, Singapore",go garden taxi even rain day show way go enjoy garden night spectacular still warm not hot not crowd go back next day see daylight fairly hot crowd still get around fairly well would like rest spot place buy drink sign show way would really helpful
493423385,2017-06-16 00:00:00.000,5,ANOTHER WORLD,"Magical experience, the greenery- the flowers... we had a competition (me & grandaughter.. our iPhones- 6 plus vs 7 plus...) photographing the beautiful blooms... the heights, the sensations and the outstanding wood carvings throughout... sensational.",2017-04-01 00:00:00.000,Family,2020-01-29 11:46:01.156,lauragray2016,Australia,Cloud Forest,Leisure & Recreation,"18 Marina Gardens Drive | 18 Marina Gardens Drive, Singapore 018953, Singapore",magical experience greenery flower competition grandaughter iphones plus v plus photograph beautiful bloom height sensation outstanding wood carving throughout sensational
516128260,2017-08-22 00:00:00.000,5,Shopping center,"We stayed 3 nights in one of the hotel in orchard road. The place is clean, accessible to all. There's train station nearby. You can go by bus. Lots of different restaurants it depends on your taste. But the big thing on this place is shopping. This is the shopping center for those who have money. This is where the shoppers go. If you don't plan to shop the place is scenic and there's lot of attractions you will see on this place.",2017-08-01 00:00:00.000,Family,2020-01-30 02:30:23.109,jenbelle,Germany,Orchard Road,Precinct & Street,"Singapore, Singapore",stayed night one hotel orchard road place clean accessible train station nearby go bus lot different restaurant depends taste big thing place shopping shopping center money shopper go not plan shop place scenic lot attraction see place
483891673,2017-05-13 00:00:00.000,5,Gardens By The Bay,I got there very early. Got some lovely photos before you get the coach parties of school children and coach parties.,2017-05-01 00:00:00.000,Solo,2020-01-25 19:28:59.043,sgreenWestSussex,United Kingdom,Gardens by the Bay,Leisure & Recreation,"18 Marina Gardens Drive | Bayfront Plaza, Singapore 018953, Singapore",get early get lovely photo get coach party school child coach party
364727342,2016-04-17 00:00:00.000,4,Quick look,We stayed a short walk from here & only got time to visit one shopping mall but it was great. Lots of really nice cafes & all the upmarket shops you could want. Didn't buy anything but did have lunch there. Great malls & wonderfully clean.,2016-03-01 00:00:00.000,Couples,2020-01-30 03:10:31.840,MW1958,Australia,Orchard Road,Precinct & Street,"Singapore, Singapore",stayed short walk get time visit one shopping mall great lot really nice cafe upmarket shop could want didnt buy anything lunch great mall wonderfully clean
672003351,2019-05-07 00:00:00.000,5,"You can't disagree with 30,000 other reviewers !","This is brilliant. For anyone interested in plants or gardening of any kind it's a must do. It's vast, it's immaculate, it can be tiring and apart from special exhibitions it's free. The walkway through the metal trees , which you pay for, is a great experience and the views are amazing going far to the horizon. We were staying in the Marina Bay Sands Hotel so it was an easy walk through to get there but there appeared to be ample parking etc. Eating area on site had great air con, plenty of seating , and a variety of different eating options. The coffee bar at the entrance did a Rosemary Chicken sandwich which was brilliant and one of the best latte I had in Singapore. Would I reccomend? Without a doubt. Would I like to go back tomorrow? YES, but I'm 7000 miles away now.",2019-05-01 00:00:00.000,Family,2020-01-25 14:37:03.010,Brian083,United Kingdom,Gardens by the Bay,Leisure & Recreation,"18 Marina Gardens Drive | Bayfront Plaza, Singapore 018953, Singapore",brilliant anyone interested plant gardening kind must vast immaculate tire apart special exhibition free walkway metal tree pay great experience view amaze go far horizon stay marina bay sand hotel easy walk get appear ample parking etc eat area site great air con plenty seat variety different eat option coffee bar entrance rosemary chicken sandwich brilliant one best latte singapore would reccomend without doubt would like go back tomorrow yes mile away
493643120,2017-06-17 00:00:00.000,4,a sobering reminder,"I had visited the changi prison museum many years ago which was a very moving experience, whilst this experience was a sobering reminder for everybody about the tragedy of war, probably not as good as they original",2017-04-01 00:00:00.000,Friends,2020-01-31 10:38:23.832,cortanawilson,Australia,The Changi Museum,"Art, History & Culture","1000 Upper Changi Road North, Singapore 507707, Singapore",visit changi prison museum many year ago move experience whilst experience sober reminder everybody tragedy war probably not good original
539067112,2017-11-07 00:00:00.000,5,A Refreshing and Scenic Place,This is a must visit place in Singapore. It's very Refreshing and you may need full Sleeve shirt . I like the flowers and the overall maintenance of the Facility is good. Don't forget to bring the Camera.,2017-11-01 00:00:00.000,Family,2020-01-29 11:42:45.185,aurangzeb318,Singapore,Cloud Forest,Leisure & Recreation,"18 Marina Gardens Drive | 18 Marina Gardens Drive, Singapore 018953, Singapore",must visit place singapore refresh may need full sleeve shirt like flower overall maintenance facility good dont forget bring camera
600933737,2018-07-30 00:00:00.000,4,Understanding this unique culture,I took my family to this and it was well worth the effort. My primary school children were really interested in the how the older Singaporeans used to live. The articles on display are brilliant. The guide tried to make it sound as though all were Peranakan's were rich but this isn't quite true. Nothing like telling the story how you wish it to be!. But still very good.,2018-01-01 00:00:00.000,Friends,2020-01-30 10:42:18.456,Grant R,Singapore,Peranakan Museum,"Art, History & Culture","39 Armenian Street Peranakan Museum, Singapore 179941, Singapore",take family well worth effort primary school child really interested old singaporean use live article display brilliant guide try make sound though peranakans rich not quite true nothing like tell story wish still good
601289995,2018-07-31 00:00:00.000,4,"Just Another Zoo, With Extras","I went with my family of 5 at our stay in Singapore and devided to visit the zoo with the kids._x000D_
_x000D_
The Singapore Zoo had a wide variety of animals, lions, zebras, giraffes tigers, bears, etc. As most zoos do._x000D_
There's not much to set it apart from any other good zoo._x000D_
_x000D_
Options for food were bountiful and there were wheel chairs, buggy's etc. Available for hire._x000D_
_x000D_
At the main part of the zoo, there are a family of monkeys all living in an open range, swinging above the public below. However, there is wire on the poles to stop them from climbing down for safety reasons, except for when they do feeding shows which were extraordinary. They give you an amazing close-up look at the animals._x000D_
_x000D_
The zoo does fantastic shows and it is very informative and fun for people of all ages. Also, the white tiger and polar bear make great attractions._x000D_
_x000D_
There are plenty of fantastic photo oppurtunities at the Singapore zoo._x000D_
_x000D_
There are also trams to help people get around if they become tired or are unable to walk._x000D_
_x000D_
I would reccommend it.",2018-07-01 00:00:00.000,Family,2020-01-26 11:43:48.114,travellingmillenial,Australia,Singapore Zoo,Nature & Wildlife,"80 Mandai Lake Road, Singapore 729826, Singapore",go family stay singapore devided visit zoo kidsxd xd singapore zoo wide variety animal lion zebra giraffe tiger bear etc zoo doxd not much set apart good zooxd xd option food bountiful wheel chair buggy etc available hirexd xd main part zoo family monkey living open range swing public however wire pole stop climb safety reason except feed show extraordinary give amaze close look animalsxd xd zoo fantastic show informative fun people age also white tiger polar bear make great attractionsxd xd plenty fantastic photo oppurtunities singapore zooxd xd also tram help people get around become tire unable walkxd xd would reccommend
356287413,2016-03-17 00:00:00.000,5,Beautiful Sakura!,"I hosted friends for their 1st time visit, they enjoyed flora in flower dome & architecture of building very much.",2016-03-01 00:00:00.000,Friends,2020-01-25 20:58:21.325,Yemmysim,Singapore,Gardens by the Bay,Leisure & Recreation,"18 Marina Gardens Drive | Bayfront Plaza, Singapore 018953, Singapore",host friend st time visit enjoy flora flower dome architecture building much
497052514,2017-06-29 00:00:00.000,5,A must see whilst in singapore,"A great open space, with beautiful architectural sculptures and trees that light up at night. We explored late afternoon as we wanted to stay when the gardens are light up at night and it was well worth the wait. The downside was there were lots of tourists around, but it was well worth exploring the vast gardens of plants, sculptures, cafes, and indoor gardens. What a place to just sit down, relax and enjoy!",2017-05-01 00:00:00.000,Couples,2020-01-25 17:54:03.575,KingsleyS707,Australia,Gardens by the Bay,Leisure & Recreation,"18 Marina Gardens Drive | Bayfront Plaza, Singapore 018953, Singapore",great open space beautiful architectural sculpture tree light night explore late afternoon want stay garden light night well worth wait downside lot tourist around well worth explore vast garden plant sculpture cafe indoor garden place sit relax enjoy
444457380,2016-12-15 00:00:00.000,3,Typical Chinatown but interesting Museums,"Chinatown in every country looks typical. Most shops here offer about the same items for sale. Shopping is not so convenient because of the crowd, dominated by tourists. However, this is a great place for souvenir items. What is interesting in Singapore's Chinatown are the museums. Some charge a fee while others offer free entrance.",2016-10-01 00:00:00.000,Business,2020-01-30 12:48:01.021,Anjuno,Philippines,Chinatown,Precinct & Street,"Crot | Trengganu, Singapore 048942, Singapore",chinatown every country look typical shop offer item sale shopping not convenient crowd dominate tourist however great place souvenir item interest singapore chinatown museum charge fee others offer free entrance
567200595,2018-03-18 00:00:00.000,3,Acceptable but am not impressed,This is my second visit to Flower Dome and Cloud Forest..the flowers in Flower Dome seem to be aged a little and wilting in Spring ?! Just a few decorations to fit the Sakura theme but i donâ€™t find any Sakura at all.,2018-03-01 00:00:00.000,Friends,2020-01-25 20:19:34.819,demonhor,Singapore,Gardens by the Bay,Leisure & Recreation,"18 Marina Gardens Drive | Bayfront Plaza, Singapore 018953, Singapore",second visit flower dome cloud forestthe flower flower dome seem age little wilt spring decoration fit sakura theme donatmt find sakura
453761247,2017-01-21 00:00:00.000,5,Exceeded expectations,We have walked the external gardens on a previous trip so this time we decided to do the 2 Domes and what an experience that was. We went into the Cloud Dome first and we were totally overwhelmed with the scale and reality of it. We also loved the wooden carvings throughout the dome. We were just overwhelmed with how realistic it was and you can really appreciate how much effort has gone into it & the level of maintenance required. After this we went into the Flower Dome. As it was Christmas time they had a Christmas theme & it was completed so beautifully. On our next trip to Singapore we will do the Domes at night to see the light display.,2016-12-01 00:00:00.000,Couples,2020-01-25 18:17:18.712,TMF037,Australia,Gardens by the Bay,Leisure & Recreation,"18 Marina Gardens Drive | Bayfront Plaza, Singapore 018953, Singapore",walk external garden previous trip time decide dome experience go cloud dome first totally overwhelmed scale reality also love wooden carving throughout dome overwhelmed realistic really appreciate much effort go level maintenance require go flower dome christmas time christmas theme complete beautifully next trip singapore dome night see light display
442788747,2016-12-08 00:00:00.000,5,Stunning,"The gardens are gorgeous and the views provided from the walkway are great. If you are visiting Singapore, these are a must._x000D_
_x000D_
Just make sure to check the weather before you head over. I ended up having to go there two times because the walkway was only open 1 morning out of the three days I was there.",2016-07-01 00:00:00.000,Friends,2020-01-25 20:43:18.646,On_The_Roam_55,United Arab Emirates,Gardens by the Bay,Leisure & Recreation,"18 Marina Gardens Drive | Bayfront Plaza, Singapore 018953, Singapore",garden gorgeous view provide walkway great visit singapore mustxd xd make sure check weather head end go two time walkway open morning three day
636179117,2018-11-28 00:00:00.000,5,Spectacular Night Views,"The past two trips to Sinapore we have made a point of visiting Marina Bay Lighting at night is spectacular , a reaxing place to stroll or to take a boat cruise. Photographers paradise",2018-11-01 00:00:00.000,Couples,2020-01-29 23:05:23.883,Wayne L,Australia,Marina Bay,Precinct & Street,"Marina Boulevard, Singapore 018980, Singapore",past two trip sinapore make point visit marina bay light night spectacular reaxing place stroll take boat cruise photographer paradise
350773531,2016-02-25 00:00:00.000,4,When you walk in the Nature,"When I entered, I found it as an average zoo and nothing great about it as the washroom were not maintain, however when I walked more inside, the best part that I liked was the feel of natural beauty. I have been too lot of zoo across world where they train animals like a circus, here they trained them to just not harm human but be with them. Love the walk with orangutan._x000D_
Must see the rain forest enclosure it just took my heart away.",2016-02-01 00:00:00.000,Couples,2020-01-26 12:58:29.564,Bhargavi_Rathi,India,Singapore Zoo,Nature & Wildlife,"80 Mandai Lake Road, Singapore 729826, Singapore",enter found average zoo nothing great washroom not maintain however walk inside best part like feel natural beauty lot zoo across world train animal like circus train not harm human love walk orangutanxd must see rain forest enclosure take heart away
383372428,2016-06-17 00:00:00.000,5,Amazing effort,"Visited zoo .Very neat and clean with wonderful environment for animals.Polar Bear ,Panda,Hippo are amazing attractions.Unlike any other zoo I have seen.",2016-06-01 00:00:00.000,Family,2020-01-26 12:20:03.072,rsbakshi,India,Singapore Zoo,Nature & Wildlife,"80 Mandai Lake Road, Singapore 729826, Singapore",visit zoo neat clean wonderful environment animalspolar bear pandahippo amaze attractionsunlike zoo see
474421754,2017-04-11 00:00:00.000,5,Night Safari a must,"The night safari is what sets this zoo apart. You will have time to watch an animal show (worth while), get on the tram ride, and walk around. I suggest not getting on the tram ride straight away as the queues for it are long initially. See the animal show first and the tram queues will likely be gone. You will still have time to walk the walking trails after that. Make sure you bring and use mosquito repellant!",2017-03-01 00:00:00.000,Family,2020-01-30 15:03:14.349,AussieWillTA,Australia,Night Safari,Nature & Wildlife,"80 Mandai Lake Road, Singapore 729826, Singapore",night safari set zoo apart time watch animal show worth get tram ride walk around suggest not get tram ride straight away queue long initially see animal show first tram queue likely go still time walk walk trail make sure bring use mosquito repellant
455443024,2017-01-28 00:00:00.000,5,Amazing gardens,"This is the place to ge when you like to check out flowers, trees and all other kind of plants. This is an amazing place. I enjoyed every minute walking around When you visit Singapore this is a MUST-GO place",2017-01-01 00:00:00.000,Business,2020-01-25 19:52:03.643,JohntTB,United States,Gardens by the Bay,Leisure & Recreation,"18 Marina Gardens Drive | Bayfront Plaza, Singapore 018953, Singapore",place ge like check flower tree kind plant amaze place enjoy every minute walk around visit singapore must go place
517559656,2017-08-26 00:00:00.000,4,Nice place for pictures,"If you go up to the roof of Marina Barrage, you can see the Marina Bay Sand & the sea full with vessels sometime. This is a nice place for seeing the main city part & take good pictures",2017-08-01 00:00:00.000,Friends,2020-01-30 14:23:16.785,Maidang89,Vietnam,Marina Barrage,Leisure & Recreation,"8 Marina Gardens Drive Marina Barrage, Singapore 018951, Singapore",go roof marina barrage see marina bay sand sea full vessel sometime nice place see main city part take good picture
620910077,2018-10-01 00:00:00.000,4,Futuristic building,"The Art Science Museum building is in the shape of a lotus flower. At the entrance there is a pool with lotus flowers._x000D_
_x000D_
The tickets are on the pricey side. The ticket counter is located in the basement floor. I went with my young daughter and we saw the Future world exhibition._x000D_
_x000D_
There was an exhibition on art based on a light show. Inside the main hall - you had the opportunity to draw a fish and then scan it. This then appeared on the wall as if it were swimming. Clever technology indeed._x000D_
_x000D_
In the central part there was an area where there were bouncy balls. There were lights with spherical light shades._x000D_
_x000D_
In terms actual things to see - I did not think there was a lot. But you have to marvel at the technology that makes the exhibits interesting.",2018-04-01 00:00:00.000,Family,2020-01-30 13:59:59.754,Mazmannan,United Kingdom,ArtScience Museum at Marina Bay Sands,"Art, History & Culture","10 Bayfront Avenue Marina Bay Sands, Singapore 018956, Singapore",art science museum building shape lotus flower entrance pool lotus flowersxd xd ticket pricey side ticket counter locate basement floor go young daughter saw future world exhibitionxd xd exhibition art base light show inside main hall opportunity draw fish scan appear wall swim clever technology indeedxd xd central part area bouncy ball light spherical light shadesxd xd term actual thing see not think lot marvel technology make exhibit interest
462340764,2017-02-24 00:00:00.000,5,"Classic Chinese food, cheap souvenirs","My guess is that everyone visits Chinatown in Singapore. The historic architecture, the inexpensive shopping, and the affordable food are all reasons why everyone loves this area.",2017-02-01 00:00:00.000,Solo,2020-01-30 12:40:41.030,kitty k,United States,Chinatown,Precinct & Street,"Crot | Trengganu, Singapore 048942, Singapore",guess everyone visit chinatown singapore historic architecture inexpensive shopping affordable food reason everyone love area
607043158,2018-08-16 00:00:00.000,4,"Worth to visit, although a little far away","We (family with two kids, 6 and 11) visited the Zoo on a Monday in August. There were not to many visitors. It was very hot, but the walks were mostly in the shadows of the rich flora. My wife used to hate all zoos, but even she liked that one. No visible cages or fences. There was hardly any concrete to be seen. Lot of nice animals with - in my opinion - enough space. The shows wouldn't have needed it to my taste. They are probably more aimed at Asian tourists._x000D_
The water playground was a welcome refreshment especially for the children after the long walks between the enclosures.",2018-08-01 00:00:00.000,Family,2020-01-26 11:43:06.665,Kai D,Germany,Singapore Zoo,Nature & Wildlife,"80 Mandai Lake Road, Singapore 729826, Singapore",family two kid visit zoo monday august not many visitor hot walk mostly shadow rich flora wife use hate zoo even like one visible cage fence hardly concrete see lot nice animal opinion enough space show would not need taste probably aim asian touristsxd water playground welcome refreshment especially child long walk enclosure
561191565,2018-02-18 00:00:00.000,5,Stunning,"Just stunning Not enough time to explore but a must do Huge globes housing gardens/waterfalls Huge parkland Lot treetop walk You name it, it has it",2018-02-01 00:00:00.000,Couples,2020-01-25 17:26:09.751,sufu13,United Kingdom,Gardens by the Bay,Leisure & Recreation,"18 Marina Gardens Drive | Bayfront Plaza, Singapore 018953, Singapore",stun not enough time explore must huge globe housing gardenswaterfalls huge parkland lot treetop walk name
560190611,2018-02-13 00:00:00.000,4,Still fun after many years.,It's been decades since my last visit to the park and it's still fun and educational. Some of the highlights such as the loft was really good.,2018-02-01 00:00:00.000,Couples,2020-01-29 17:49:39.276,Lyon C,Singapore,Jurong Bird Park,Nature & Wildlife,"2 Jurong Hill Jurong Bird Park, Singapore 628925, Singapore",decade since last visit park still fun educational highlight loft really good
693031167,2019-07-27 00:00:00.000,4,Nice part of Singapore,"Don t Miss Chinatown when you are in Singapore. Nice temples, busy streets. Don t miss the chinatown heritage museum.",2019-07-01 00:00:00.000,Family,2020-01-30 11:34:41.019,270franziskak,France,Chinatown,Precinct & Street,"Crot | Trengganu, Singapore 048942, Singapore",miss chinatown singapore nice temple busy street miss chinatown heritage museum
495635666,2017-06-24 00:00:00.000,5,Great Gardens,"Huge expanse of gardens with enough individual activities to fill a day. Cloud forest is especially impressive as is the OCBC skyway. We visited on a warm day, the two domes are cooled so very pleasant to spend a few hours in. If you only have time for one, the cloud forest is certainly more of a spectacle than the flower dome for my money. Skyway takes about 10 minutes and gives great views of the park and close ups of the supertrees, definitely worth doing for the cost. Small hawker-style food market at 'satay by the bay' is perfectly good for lunch. Great day out all told.",2017-06-01 00:00:00.000,Couples,2020-01-25 17:54:21.212,WilliamPHA,United Kingdom,Gardens by the Bay,Leisure & Recreation,"18 Marina Gardens Drive | Bayfront Plaza, Singapore 018953, Singapore",huge expanse garden enough individual activity fill day cloud forest especially impressive ocbc skyway visit warm day two dome cool pleasant spend hour time one cloud forest certainly spectacle flower dome money skyway take minute give great view park close ups supertrees definitely worth cost small hawker style food market satay bay perfectly good lunch great day told
598329759,2018-07-22 00:00:00.000,5,Very organised,"We were very luck as a local used his card to give us 50% discount, so we paid $35 for two for both rides. So clean and staff helpful, bathrooms very good. Cafes have very good coffee. We went early and had no waiting to get on or off the cars. Great views.. the gardens are beautiful. No wait for taxi when we finished at Mount Faber",2018-07-01 00:00:00.000,Couples,2020-01-29 19:10:07.515,PaulineTAntrum,New Zealand,Singapore Cable Car,Leisure & Recreation,"109 Mount Faber Road Faber Peak, Singapore 099203, Singapore",luck local use card give u discount paid two ride clean staff helpful bathroom good cafe good coffee go early wait get car great view garden beautiful wait taxi finish mount faber
656836395,2019-03-06 00:00:00.000,5,Beautiful,This is a site not to be missed .Really colourful. Its a small temple. You must remove your shoes before entering. Lots of neat statues inside and out.,2019-02-01 00:00:00.000,Couples,2020-01-31 17:00:53.956,easterntreker,Canada,Sri Veeramakaliamman Temple,"Art, History & Culture","141 Serangoon Road, Singapore 218042, Singapore",site not miss really colourful small temple must remove shoe enter lot neat statue inside
432271580,2016-10-28 00:00:00.000,5,A must see,"It is always a pleasure to see trees in the city. Here, these huge gardens are just near the most modern part of Singapore, and it results in not a contrast, but a perfect harmony between greens and greys. The place is very peaceful and it makes runs and walks in Singapore definitely pleasant and enjoyable. It is interesting to see how this biome functions, as it hides many technological developments and eco-friendly solutions underground. The views are great as well and the plants themselves are beautiful and exotic.",2016-10-01 00:00:00.000,Family,2020-01-25 15:53:24.823,thestasky,Switzerland,Gardens by the Bay,Leisure & Recreation,"18 Marina Gardens Drive | Bayfront Plaza, Singapore 018953, Singapore",always pleasure see tree city huge garden near modern part singapore result not contrast perfect harmony green grey place peaceful make run walk singapore definitely pleasant enjoyable interest see biome function hide many technological development eco friendly solution underground view great well plant beautiful exotic
418415449,2016-09-14 00:00:00.000,3,Night Safari,"Mostly it will suits the best for kids, the challenge would be spending time in the evening for 5 hours including transfers. May be not worth for singles. The good part is educational voice tour guide. forest lovers will love it.",2016-09-01 00:00:00.000,Solo,2020-01-30 15:45:06.081,NarendraM167,India,Night Safari,Nature & Wildlife,"80 Mandai Lake Road, Singapore 729826, Singapore",mostly suit best kid challenge would spending time even hour include transfer may not worth single good part educational voice tour guide forest lover love
398211432,2016-07-28 00:00:00.000,5,Ho la la,"For whatever reason I only discovered this place this year. Since then I have been 3 times already. And I will go again. So fresh, so relaxing, so interesting. An amazing layout Really well done, bravo",2016-07-01 00:00:00.000,Solo,2020-01-25 19:37:44.245,Philippe B,Indonesia,Gardens by the Bay,Leisure & Recreation,"18 Marina Gardens Drive | Bayfront Plaza, Singapore 018953, Singapore",whatever reason discover place year since time already go fresh relax interest amaze layout really well do bravo
474406875,2017-04-11 00:00:00.000,5,Fascinating,"We particularly liked the Chinese Heritage Centre. We did a guided tour which was about $20, and went for a little over an hour and was highly informative and fascinating. The guided recommended us to great little Yum Cha a block away where the locals go. It was great.",2017-04-01 00:00:00.000,Couples,2020-01-30 12:16:50.941,Penguin2501,Australia,Chinatown,Precinct & Street,"Crot | Trengganu, Singapore 048942, Singapore",particularly like chinese heritage centre guide tour go little hour highly informative fascinate guide recommend u great little yum cha block away local go great
702733271,2019-08-25 00:00:00.000,5,Beautiful!,We came here after sunset. It was very busy with long queues but worth the wait. We took the lift to the walkway and walking around was amazing. The disadvantage is if you visit when it is busy you may feel rushed. This is a place to be enjoyed!,2019-08-01 00:00:00.000,Family,2020-01-29 11:30:46.935,Stha77,United Kingdom,Cloud Forest,Leisure & Recreation,"18 Marina Gardens Drive | 18 Marina Gardens Drive, Singapore 018953, Singapore",come sunset busy long queue worth wait take lift walkway walk around amaze disadvantage visit busy may feel rush place enjoy
368341449,2016-04-28 00:00:00.000,5,Galor of Holistic feel of enshrined Bhudda...,"Buddha Tooth Relic museum is a must visit attraction in Chinatown..Buddha Tooth Relic Temple and Museum is just located at a foot walk distance from the MRT Chinatown station, as I walked up the traditionally built and renovated Chinese house, I was fascinated seeing those colourful architecture that reflects the Chinese tradition and gives an authentic feel of Chinatown. This temple is 5 a story building built encompassing traditional Tibetan Chinese architecture structure and is easily one of most intriguing and elaborate Temples of Buddha. There is no entrance fee but you can do make donations generously. Every floor is decked out and adorned and decorated with thousands of glowing lanterns, Buddhist images, gilded in gold and artistic colours and decor, elaborate statues of Lord Buddhaâ€™s meditation , enlighten posture and the followers of Buddha and other religious accoutrements tablets and artefacts. Two entire floors in this temple are dedicated to the templeâ€™s museum, which has an impressive and vast collection of Buddhist statues from all the Asian Buddhist nations including Thailand, Myanmar, Cambodia, Vietnam, China, Japan, Sri Lanka and India, these statues were so intricate that I couldnâ€™t take of my eyes admiring the intricate carvings of the statues ranging miniature to mega scale. There is a big prayer hall where the monks and monastery priests were making recitation of the chants, the hall itself if like a heaven on earth glittering with lights and calmness and could a feel of meditation soul and ambience in it. In the centre of the podium Large Statue of Buddha is enshrined. As I ascended to the floor i reached the center of main attraction , place where the Tooth relic of Buddha is preserved in a gold gilded chamber with exotic decoration and ornamental chamber studded with precious stones and metal, I just sat there for a moment meditating. The hall itself is very much holistic and we could feel a heavenly ambience. There is another gallery to preserve the mortal remains of the Chinese Buddhist descendants and dignitaries in tablets. As I ascended to the top fifth floor, there is a well maintained rooftop garden bursting with gorgeous colourful orchids. The centre of the roof, housed in its own room, rests the worldâ€™s largest cloisonnÃ© prayer wheel, Tibetan style. If youâ€™re into temples, Buddhism or museums, I spent 3 hours in this temple, itâ€™s really a spectacular and holistic evocation ambience place.",2015-07-01 00:00:00.000,Solo,2020-01-30 00:20:25.340,Ashwathram r,India,Buddha Tooth Relic Temple and Museum,"Art, History & Culture","288 South Bridge Road, Singapore 058840, Singapore",buddha tooth relic museum must visit attraction chinatownbuddha tooth relic temple museum locate foot walk distance mrt chinatown station walk traditionally built renovate chinese house fascinate see colourful architecture reflect chinese tradition give authentic feel chinatown temple story building built encompass traditional tibetan chinese architecture structure easily one intrigue elaborate temple buddha entrance fee make donation generously every floor deck adorn decorate thousand glow lantern buddhist image gild gold artistic colour decor elaborate statue lord buddhaatms meditation enlighten posture follower buddha religious accoutrement tablet artefact two entire floor temple dedicate templeatms museum impressive vast collection buddhist statue asian buddhist nation include thailand myanmar cambodia vietnam china japan sri lanka india statue intricate couldnatmt take eye admire intricate carving statue range miniature mega scale big prayer hall monk monastery priest make recitation chant hall like heaven earth glitter light calmness could feel meditation soul ambience centre podium large statue buddha enshrine ascend floor reach center main attraction place tooth relic buddha preserve gold gild chamber exotic decoration ornamental chamber stud precious stone metal sat moment meditate hall much holistic could feel heavenly ambience another gallery preserve mortal remains chinese buddhist descendant dignitary tablet ascend top fifth floor well maintain rooftop garden bursting gorgeous colourful orchid centre roof house room rest worldatms large cloisonna prayer wheel tibetan style youatmre temple buddhism museum spent hour temple itatms really spectacular holistic evocation ambience place
433101709,2016-10-31 00:00:00.000,5,Beautiful,"The moment you get here you are in awe of what you see, the smell and colours of all the orchids is wonderful I highly recommend you visit.",2016-10-01 00:00:00.000,Couples,2020-01-29 11:00:48.731,Lorraine622016,United Kingdom,National Orchid Garden,Leisure & Recreation,"1 Cluny Rd | Within the Singapore Botanic Gardens, Singapore 259569, Singapore",moment get awe see smell colour orchid wonderful highly recommend visit
