Unnamed: 0,REVIEW_INDEX,REVIEW_DATE,REVIEW_RATING,REVIEW_TITLE,REVIEW_BODY,DATE_OF_EXPERIENCE,TRIP_TYPE,REVIEW_CRAWLED_TIME,REVIEWER_NAME,HOME_COUNTRY,ATTRACTION_NAME,ATTRACTION_TYPE,ADDRESS,clean_text,Topic
100960,411011598,2016-08-26 00:00:00.000,3,Interesting architecture at first sight but just a bridge after that,"Found it nothing special, just an interesting vantage point to view the waterfront. Just a bridge, take a selfie, move on.",2016-01-01 00:00:00.000,Family,2020-01-30 05:54:38.046,carpediem_shu,India,The Helix Bridge,"Art, History & Culture","Linking between Marina Bay and Marina Centre, Singapore 038981, Singapore",found nothing special interest vantage point view waterfront bridge take selfie move,Artwork Quality
39420,451610379,2017-01-13 00:00:00.000,5,So nice garden and much to see,ItÃ‚Â´s really beautiful garden and evening have so nice light show. I been there on November but they start Christmas light show on that time and itÃ‚Â´s really beautiful. All garden have much to see and should take time to walking there and looking place.,2016-11-01 00:00:00.000,Friends,2020-01-25 20:41:38.376,214janneg,Finland,Gardens by the Bay,Leisure & Recreation,"18 Marina Gardens Drive | Bayfront Plaza, Singapore 018953, Singapore",ita really beautiful garden even nice light show november start christmas light show time ita really beautiful garden much see take time walk look place,Garden Tour
71073,433278416,2016-10-31 00:00:00.000,4,Go after sunset,"This is a good place to have a stroll after your dinner. If the weather holds, walk along the waterside and enjoy the musical fountain if you have your timing correct. When it gets too warm, go into the mall and cool yourself down.",2016-11-01 00:00:00.000,Friends,2020-01-29 23:39:44.192,2loveN2travel,Canada,Marina Bay,Precinct & Street,"Marina Boulevard, Singapore 018980, Singapore",good place stroll dinner weather hold walk along waterside enjoy musical fountain timing correct get warm go mall cool,Nightlife
43892,428760617,2016-10-17 00:00:00.000,4,Should be naff but isn't.,Worth the visit for the light show but the music seems oddly chosen. The light show is iImpressive from the garden but it must be great to see it from the Marina Bay Sands at the top - if you are booked in there it would be free!,2016-02-01 00:00:00.000,Couples,2020-01-29 18:36:09.575,David N,United Kingdom,Supertree Grove,Leisure & Recreation,"18 Marina Gardens Drive Gardens By the Bay | Gardens by the Bay, Singapore 018953, Singapore",worth visit light show music seem oddly chosen light show iimpressive garden must great see marina bay sand top book would free,Garden Tour
84702,474400838,2017-04-11 00:00:00.000,4,Good place for family with little kids,"We take kids there once a month as we have annual pass, a good place for them to know the nature and animals, do bring the water playing suit for the kids, they will love it.",2017-03-01 00:00:00.000,Family,2020-01-26 12:06:46.348,Tourist681363,Singapore,Singapore Zoo,Nature & Wildlife,"80 Mandai Lake Road, Singapore 729826, Singapore",take kid month annual pas good place know nature animal bring water play suit kid love,Interaction with Animals
24101,542579163,2017-11-22 00:00:00.000,4,Amazing!,"Magnificent gardens, allow half a day to get the full splendour, but if only an hour, go to the Orchid gardens!",2017-11-01 00:00:00.000,Couples,2020-01-26 10:26:21.744,David P,Thailand,Singapore Botanic Gardens,Leisure & Recreation,"1 Cluny Road, Singapore 259 569, Singapore",magnificent garden allow half day get full splendour hour go orchid garden,Garden Tour
38979,453555769,2017-01-20 00:00:00.000,5,"Great by day, stunning at night","Started of at Satay By The Bay for something to eat then on to the light show for a 19:45 start. My wife, son, family members and I settled down below where the show was taking place by lying on the ground and looking up. The light show was really good with music that accompanied it mixed and from many parts of the world. Overall, we enjoyed it immensely. Just make sure that if you are leaving by taxi, either pre-book or book using a taxi app as waiting in a taxi queue could take a very long time.",2017-01-01 00:00:00.000,Family,2020-01-25 15:45:00.757,61martinb,United Kingdom,Gardens by the Bay,Leisure & Recreation,"18 Marina Gardens Drive | Bayfront Plaza, Singapore 018953, Singapore",start satay bay something eat light show start wife son family member settle show take place lie ground look light show really good music accompany mixed many part world overall enjoy immensely make sure leave taxi either pre book book use taxi app wait taxi queue could take long time,Garden Tour
43687,429577875,2016-10-19 00:00:00.000,5,Marvelous Singapore!!!,"Thank you TripAdvisor for giving me the brief and making my trip so easy. Garden by the bay it's worth seeing. So colorful and having loads for species of flower, plants, cactus. And don't forget to walk up to the cloud forest!",2016-10-01 00:00:00.000,Solo,2020-01-29 12:49:12.843,msd10115,India,Cloud Forest,Leisure & Recreation,"18 Marina Gardens Drive | 18 Marina Gardens Drive, Singapore 018953, Singapore",thank tripadvisor give brief make trip easy garden bay worth see colorful load specie flower plant cactus not forget walk cloud forest,Garden Tour
73487,374427223,2016-05-19 00:00:00.000,5,The Brrands,Hahaha Shoppers you will love this place. They have all the high end brands to shop from. Delve into the world of shopping.,2016-03-01 00:00:00.000,Family,2020-01-30 02:39:20.457,2020itravel,United States,Orchard Road,Precinct & Street,"Singapore, Singapore",hahaha shopper love place high end brand shop delve world shopping,Shopping and Restaurant
73058,384483224,2016-06-21 00:00:00.000,5,Chinese authentic souvenir items!,"The glory of Chinatown market can be seen once you move upwards using escalator from underground Chinatown MRT station. There are several similar tiny shops selling lots of authentic Chinese items, food as well as lots of souvenir shops and numerous other Chinese buildings and temples. Really worth a visit!",2016-06-01 00:00:00.000,Solo,2020-01-30 12:43:05.216,DinRa,India,Chinatown,Precinct & Street,"Crot | Trengganu, Singapore 048942, Singapore",glory chinatown market see move upwards use escalator underground chinatown mrt station several similar tiny shop sell lot authentic chinese item food well lot souvenir shop numerous chinese building temple really worth visit,Shopping and Restaurant
50755,380844328,2016-06-08 00:00:00.000,5,Very nice experience,Went during the evening musical show. It was mesmerising and really nice. Very good place to enjoy with family. Domes are also a must visit,2016-05-01 00:00:00.000,Family,2020-01-25 16:09:56.013,vivekvir,India,Gardens by the Bay,Leisure & Recreation,"18 Marina Gardens Drive | Bayfront Plaza, Singapore 018953, Singapore",go even musical show mesmerise really nice good place enjoy family dome also must visit,Garden Tour
34095,475413918,2017-04-14 00:00:00.000,4,Lovely gardens. Must venture into the domes!,"We visited the gardens as a family to kill a few hours in Singapore. The domes were fantastic and worth the money. You can tell the gardens are maintained to an incredibly high standard. The Cloud dome was our favourite. Unfortunately there was a group of very poorly behaved school students in there with us, who were yelling and throwing rocks at exhibits. It was a shame that there were no staff members inside the dome to stop this (as the teacher didn't care!). The waterfall was magical and well worth a visit. You take a lift up the middle of the waterfall and leisurely walk down on suspended walkways._x000D_
The flower dome had a wide variety of flowers and there was a large tulip display when we were there. Many staff around tending to the plants._x000D_
Good food options around the park and nice shaded areas to escape the heat. It was definitely worth the time to stop and visit!",2017-04-01 00:00:00.000,Family,2020-01-25 15:37:33.303,alicejane95,Australia,Gardens by the Bay,Leisure & Recreation,"18 Marina Gardens Drive | Bayfront Plaza, Singapore 018953, Singapore",visit garden family kill hour singapore dome fantastic worth money tell garden maintain incredibly high standard cloud dome favourite unfortunately group poorly behave school student u yell throw rock exhibit shame staff member inside dome stop teacher not care waterfall magical well worth visit take lift middle waterfall leisurely walk suspend walkwaysxd flower dome wide variety flower large tulip display many staff around tend plantsxd good food option around park nice shade area escape heat definitely worth time stop visit,Garden Tour
80515,577517462,2018-05-03 00:00:00.000,4,Awesome,Bought tickets online and got it immediately. Good experience from entrance to the end of our visit. Thumbs up Singapore Zoo.,2018-04-01 00:00:00.000,Friends,2020-01-26 13:12:20.422,maria642015,Singapore,Singapore Zoo,Nature & Wildlife,"80 Mandai Lake Road, Singapore 729826, Singapore",bought ticket online get immediately good experience entrance end visit thumb singapore zoo,Interaction with Animals
90629,340890589,2016-01-18 00:00:00.000,5,So much fun!,This Zoo is one of the most beautiful I have ever been to. Some of the monkeys are free-range and the layout of the animals quarters are amazing. Beautiful and shaded walkways made the heat tolerable.,2016-01-01 00:00:00.000,Couples,2020-01-26 12:59:34.649,Bethany R,United States,Singapore Zoo,Nature & Wildlife,"80 Mandai Lake Road, Singapore 729826, Singapore",zoo one beautiful ever monkey free range layout animal quarter amaze beautiful shade walkway make heat tolerable,Interaction with Animals
65966,548307018,2017-12-21 00:00:00.000,4,Clean and lots of souvenir shopping,"In a city known for its cleanliness, this China town is very well kept. YouÃ¢â‚¬â„¢ll find good cheap eats and lots of places to buy souvenirs, from the quirky to the classic.",2017-12-01 00:00:00.000,Friends,2020-01-30 12:55:48.743,djmontano,Philippines,Chinatown,Precinct & Street,"Crot | Trengganu, Singapore 048942, Singapore",city know cleanliness china town well kept youatmll find good cheap eats lot place buy souvenir quirky classic,Shopping and Restaurant
39473,451339132,2017-01-12 00:00:00.000,5,Visit to Singapore,"We have visited Gardens by the bay on several occasions, the view at night is stunning. They a man made tree (The Super Tree), it is equal to 18 stories and has a restaurant on the 17th level and an open air bar on the 18th. This is a must see to believe, the lights, the gardens, the atmosphere. We spent New Years Eve in the open air bar; it was amazing, something I will never forget.",2016-12-01 00:00:00.000,Couples,2020-01-25 18:18:42.107,JennyJ52,Australia,Gardens by the Bay,Leisure & Recreation,"18 Marina Gardens Drive | Bayfront Plaza, Singapore 018953, Singapore",visit garden bay several occasion view night stun man make tree super tree equal story restaurant th level open air bar th must see believe light garden atmosphere spent new year eve open air bar amaze something never forget,Garden Tour
31578,489563852,2017-06-01 00:00:00.000,5,Lovely Garden not to be missed,Visit at this garden was not part of our schedule but based on TripAdvisor rating we visited this place and were not disappointed. Its a lovely Orchid Garden with so much variety of Orchids at one place which I have never seen. Simply amazing garden must be visited.,2017-05-01 00:00:00.000,Family,2020-01-29 10:32:25.244,Sanjaymlk,India,National Orchid Garden,Leisure & Recreation,"1 Cluny Rd | Within the Singapore Botanic Gardens, Singapore 259569, Singapore",visit garden not part schedule base tripadvisor rating visit place not disappointed lovely orchid garden much variety orchid one place never see simply amaze garden must visit,Garden Tour
91916,665641336,2019-04-12 00:00:00.000,4,Great experience,"Dropped by after visit to national Museum - Informative and detailed look at this interesting period...which has had lifelong ramifications for the entire region._x000D_
_x000D_
This tour cannot be done without a guide so be prepared to pay the $20 SG entry._x000D_
_x000D_
I suggest visiting the National Museum before hand (5 minutes walk away) to complement this tour.",2019-04-01 00:00:00.000,Solo,2020-01-30 04:51:38.972,gmegga,Australia,Battlebox,"Art, History & Culture","2 Cox Terrace | Fort Canning Park, Singapore 179622, Singapore",drop visit national museum informative detailed look interest periodwhich lifelong ramification entire regionxd xd tour can not do without guide prepared pay sg entryxd xd suggest visit national museum hand minute walk away complement tour,Artwork Quality
30973,493640398,2017-06-17 00:00:00.000,5,Amazing gardens. what a feat to create.,"We visited the gardens several times. The Cloud dome and Flower dome was amazing, how they managed to build these structures and get all these plants and trees inside was a master feat._x000D_
_x000D_
Worth a trip back at night time to see the light show (which is free) at 7.45pm and 8.45pm, work it in with a trip to the light show at Marina Bay Sands at 8.00pm and 9.00pm which is also free and absolutely spectacular.",2017-06-01 00:00:00.000,Couples,2020-01-25 17:55:02.799,Pipolata,New Zealand,Gardens by the Bay,Leisure & Recreation,"18 Marina Gardens Drive | Bayfront Plaza, Singapore 018953, Singapore",visit garden several time cloud dome flower dome amaze manage build structure get plant tree inside master featxd xd worth trip back night time see light show free pm pm work trip light show marina bay sand pm pm also free absolutely spectacular,Garden Tour
60322,711783275,2019-09-22 00:00:00.000,5,Amazing!,"Marina bay is a must see when in Singapore! The city sights are just breathtaking! From Marina bay you can access Garden by the Bay, Marina Bay Sands and the shopping precinct. There is plenty to see and do around the bay. I recommend taking a stroll around and see what you find!",2019-09-01 00:00:00.000,Couples,2020-01-29 23:02:36.363,courtyalana,Australia,Marina Bay,Precinct & Street,"Marina Boulevard, Singapore 018980, Singapore",marina bay must see singapore city sight breathtaking marina bay access garden bay marina bay sand shopping precinct plenty see around bay recommend take stroll around see find,Nightlife
55225,357713272,2016-03-23 00:00:00.000,4,Our go-to place,This is by far our go-to place espcially if we have friends visiting. I like the ambiance although it can really get crowded during the weekends! Do not miss the light show!!!,2016-03-01 00:00:00.000,Family,2020-01-25 16:17:48.814,donyabuena,Singapore,Gardens by the Bay,Leisure & Recreation,"18 Marina Gardens Drive | Bayfront Plaza, Singapore 018953, Singapore",far go place espcially friend visit like ambiance although really get crowd weekend not miss light show,Garden Tour
2910,684503072,2019-06-26 00:00:00.000,5,Beautiful garden in Singapore,"Garden by the way is easy to access with the MRT and its location is close to Marina bay. From outside garden by the bay, we can found free gardens with any decoration, so the visitors can do photos there for free. If you want to enter the garden by the way you have to buy a ticket, but the price is appropriate with the various types of flowers and decorations that we will meet. Visiting this place is great for increasing our knowledge.",2019-06-01 00:00:00.000,Family,2020-01-25 14:33:54.805,novierampengan,Indonesia,Gardens by the Bay,Leisure & Recreation,"18 Marina Gardens Drive | Bayfront Plaza, Singapore 018953, Singapore",garden way easy access mrt location close marina bay outside garden bay found free garden decoration visitor photo free want enter garden way buy ticket price appropriate various type flower decoration meet visit place great increase knowledge,Garden Tour
87118,418631738,2016-09-15 00:00:00.000,5,GRRRRRReat Zoo!,"All day is NOT long enough to appreciate the Singapore Zoo. Really, you need to come back again and again especially if you want to take in the Night Safari and River Safari as well, they are all separate. Best take a tour here as travel to and from by bus and taxi is a nightmare.",2016-08-01 00:00:00.000,Family,2020-01-26 12:15:16.350,RikTheHib,Australia,Singapore Zoo,Nature & Wildlife,"80 Mandai Lake Road, Singapore 729826, Singapore",day not long enough appreciate singapore zoo really need come back especially want take night safari river safari well separate best take tour travel bus taxi nightmare,Interaction with Animals
18693,569678658,2018-03-30 00:00:00.000,5,"awesome, don't miss","If you are thinking what can I do at a flower garden, I must tell I was in the same boat but once inside my view changed drastically. Only one suggestion - go and see for yourself.",2018-03-01 00:00:00.000,Solo,2020-01-30 01:04:05.623,vksshr24,India,Flower Dome,Leisure & Recreation,"18 Marina Gardens Drive Gardens By the Bay, Singapore 018953, Singapore",think flower garden must tell boat inside view change drastically one suggestion go see,Garden Tour
84034,492892199,2017-06-14 00:00:00.000,4,Last Visit Before It Moves,This park has a very special place in most Singaporean hearts as we grew up with it. Still remember the school excursions here with our classmates. Now it is slated for relocation to Mandai and this present place will be demolished. Sad for many of us. We will miss the man made waterfall and the open aviary.,2017-06-01 00:00:00.000,Friends,2020-01-29 18:01:31.929,Pak Soon L,Singapore,Jurong Bird Park,Nature & Wildlife,"2 Jurong Hill Jurong Bird Park, Singapore 628925, Singapore",park special place singaporean heart grow still remember school excursion classmate slat relocation mandai present place demolish sad many u miss man make waterfall open aviary,Interaction with Animals
45454,418423185,2016-09-14 00:00:00.000,5,Beautiful,"It's very relaxing to go there when the whether is not so hot. Just go there for a little walk in December when the temperature's approx. 27Ã¢â€žÆ’. The park is beautiful in daytime, and when it turns dark and the lights turn on it got even more charming and fascinating. Singaporeans are just experts in building and managing parks, all of the parks are so beautiful and amazing and it's so comfortable to pay a visit.",2016-08-01 00:00:00.000,Couples,2020-01-25 18:33:24.442,larryjohnwong,Singapore,Gardens by the Bay,Leisure & Recreation,"18 Marina Gardens Drive | Bayfront Plaza, Singapore 018953, Singapore",relax go whether not hot go little walk december temperature approx park beautiful daytime turn dark light turn get even charm fascinate singaporean expert building manage park park beautiful amaze comfortable pay visit,Garden Tour
41002,443896284,2016-12-13 00:00:00.000,5,Man-made marvel,"This is a Noah's arc, but for plants and vegetation. It's an awesome piece of work that documents the vegetation at various heights in Nature. Take an elevator up and enjoy your journey down the ramp admiring the wonderful creation._x000D_
_x000D_
PS...There is a waterfall at the entrance, and it makes for an amazing backdrop for photographs",2016-11-01 00:00:00.000,Family,2020-01-29 11:51:03.555,BhawaniPathania,India,Cloud Forest,Leisure & Recreation,"18 Marina Gardens Drive | 18 Marina Gardens Drive, Singapore 018953, Singapore",noah arc plant vegetation awesome piece work document vegetation various height nature take elevator enjoy journey ramp admire wonderful creationxd xd psthere waterfall entrance make amaze backdrop photograph,Garden Tour
94313,577800731,2018-05-04 00:00:00.000,5,Excellent - kids and adults all loved it,A fascinating tour. I didn't know anything about this area of WWII history before going and found this tour really brought events to life. A good option on a rainy day as the tour is inside.,2018-05-01 00:00:00.000,Family,2020-01-30 04:30:53.761,Karen B,Australia,Battlebox,"Art, History & Culture","2 Cox Terrace | Fort Canning Park, Singapore 179622, Singapore",fascinate tour not know anything area wwii history go found tour really brought event life good option rainy day tour inside,Artwork Quality
67884,493869086,2017-06-18 00:00:00.000,3,Over-commercialized but beautiful & well organized,Busy shopping district with lots of people and lots of choices. Well organized walking sidewalks and crossings with lots of choices from beautifully designed shopping complexes. Lots of well known brand names but on the pricey side. Singapore is an expensive city.,2016-08-01 00:00:00.000,Family,2020-01-30 02:31:35.063,Brian_Kay123,United States,Orchard Road,Precinct & Street,"Singapore, Singapore",busy shopping district lot people lot choice well organize walk sidewalk crossing lot choice beautifully design shopping complex lot well know brand name pricey side singapore expensive city,Shopping and Restaurant
21336,557281659,2018-01-30 00:00:00.000,5,Just to say we had been....,"Iconic building had to be on the visiting list. DidnÃ¢â‚¬â„¢t pay for sky deck as visited open air bar which isnÃ¢â‚¬â„¢t charged for. Spent $23 entry for sky deck on a cocktail instead, with pretty much the same views. If you want access to the pool, or have children pay the entry, over 18Ã¢â‚¬â„¢s who like a cocktail or two I suggest you just take the sky bar option. Beware the dress code on Fridays and Saturdays. Has to be done.",2018-01-01 00:00:00.000,Couples,2020-01-29 13:44:24.015,soobydooby19,Australia,Marina Bay Sands Skypark,Leisure & Recreation,"10 Bayfront Avenue | Level 57, Marina Bay Sands Hotel, Singapore 018956, Singapore",iconic building visit list didnatmt pay sky deck visit open air bar isnatmt charge spent entry sky deck cocktail instead pretty much view want access pool child pay entry atm like cocktail two suggest take sky bar option beware dress code friday saturday do,Garden Tour
95420,551895222,2018-01-06 00:00:00.000,5,Singapore history,Impressive museum. Also suitable for kids with the interactive video screen about the forest. Clear overview how Singapore was funded. We were there 1 January the admission was free.,2018-01-01 00:00:00.000,Family,2020-01-29 19:29:03.527,Keukenprincess88,Netherlands,National Museum of Singapore,"Art, History & Culture","93 Stamford Road National Museum of Singapore, Singapore 178897, Singapore",impressive museum also suitable kid interactive video screen forest clear overview singapore fund january admission free,Artwork Quality
64191,582439615,2018-05-24 00:00:00.000,5,Lovely night,"Music, lights and pubs everywhere! You cannot get bored here. ItÃ¢â‚¬â„¢s great. I love it and soooo close to the mtr as well!!!",2018-05-01 00:00:00.000,Friends,2020-01-30 01:30:22.019,ilariacD5201FX,United Kingdom,Clarke Quay,Precinct & Street,"3 River Valley Road Clarke Quay | Nearest Train Stattion: NE5 Clarke Quay MRT and DT20 Fort Canning Station, Singapore 179019, Singapore",music light pub everywhere can not get bore itatms great love soooo close mtr well,Shopping and Restaurant
54924,358871666,2016-03-27 00:00:00.000,4,Gardens by the Bay,"A very nice place to spend a few hours, with restaurants and interesting features, we liked the flower dome. Lots of interesting sculptures, many in wood",2016-01-01 00:00:00.000,Couples,2020-01-25 18:56:07.175,Helenmary2014,United Kingdom,Gardens by the Bay,Leisure & Recreation,"18 Marina Gardens Drive | Bayfront Plaza, Singapore 018953, Singapore",nice place spend hour restaurant interest feature like flower dome lot interest sculpture many wood,Garden Tour
26019,530373052,2017-10-06 00:00:00.000,5,A Must Experience visit,"We went in the evening because we wanted to see the Supertrees and see the light show at 7:45pm. All I can say is Ã¢â‚¬Å“wowÃ¢â‚¬Â what a great place. The place is amazing and the light show is fantastic. ThereÃ¢â‚¬â„¢s even bats flying round once the sun has set._x000D_
_x000D_
It does get a bit crowded trying to get out to the MRT station, but once youÃ¢â‚¬â„¢re over the footbridge the crowds thin out._x000D_
_x000D_
Well worth the visit.",2017-08-01 00:00:00.000,Family,2020-01-25 15:20:33.307,stuarto29,New Zealand,Gardens by the Bay,Leisure & Recreation,"18 Marina Gardens Drive | Bayfront Plaza, Singapore 018953, Singapore",go even want see supertrees see light show pm say awowa great place place amaze light show fantastic thereatms even bat fly round sun setxd xd get bit crowd try get mrt station youatmre footbridge crowd thin outxd xd well worth visit,Garden Tour
28270,514854927,2017-08-18 00:00:00.000,5,One of my favorite places to visit,"Do not leave Singapore without visiting the beautiful Gardens by the Bay! I absolutely love it!_x000D_
_x000D_
You can take a long and leisurely walk around the gardens, exploring the many cultures and exquisite plants, or you can jump on a open bus and take the tour around, learning and listening to the tour guide explain all the different areas of the gardens._x000D_
_x000D_
I have so many favorite parts.. The waterfalls, the super tress and of course the indoor garden area which changes every few months with a new theme._x000D_
_x000D_
Almost every visit to Singapore, I find time to take a visit._x000D_
Very worth a full day! I love it!",2017-02-01 00:00:00.000,Solo,2020-01-25 19:26:39.814,HushEscapes,Australia,Gardens by the Bay,Leisure & Recreation,"18 Marina Gardens Drive | Bayfront Plaza, Singapore 018953, Singapore",not leave singapore without visit beautiful garden bay absolutely love itxd xd take long leisurely walk around garden explore many culture exquisite plant jump open bus take tour around learn listen tour guide explain different area gardensxd xd many favorite part waterfall super tress course indoor garden area change every month new themexd xd almost every visit singapore find time take visitxd worth full day love,Garden Tour
51751,374827098,2016-05-20 00:00:00.000,4,good show,"a very good combination of nature & lights with a music show. The place is one of the spots that someone should not miss. The huge trees are decorated with lights. Just when it gets dark the music starts to play and the lights changes accordingly. The best time to go is at least 30 minutes before dark to avoid traffic & to get a spot in the middle of the show._x000D_
The only think you need to be careful is there are no seats around hence everyone is rather seats down or just beneath the trees._x000D_
I enjoyed eve though it was not a wow experience. The weather was humid and hot. I left before the end of the show to get a cab faster.",2016-02-01 00:00:00.000,Family,2020-01-25 16:12:00.428,Aburetaj,Oman,Gardens by the Bay,Leisure & Recreation,"18 Marina Gardens Drive | Bayfront Plaza, Singapore 018953, Singapore",good combination nature light music show place one spot someone not miss huge tree decorate light get dark music start play light change accordingly best time go least minute dark avoid traffic get spot middle showxd think need careful seat around hence everyone rather seat beneath treesxd enjoy eve though not wow experience weather humid hot left end show get cab faster,Garden Tour
76698,680334624,2019-06-10 00:00:00.000,3,Too busy,Night Safari was good but its too busy. Dont do it with a tour group as you dont get long enough to do any of the walks. It would have been great a few years ago but now there are just too many people and the queues are unbelievable. Theres not much seating unless you are in one of the restaurants. We did a combined tour of River and Night Safari but they dont tell you that you have a couple of hours to kill between safaris where there is nothing to do but sit in the heat. It was a very long day and we wouldnt do it again.,2019-06-01 00:00:00.000,Couples,2020-01-30 15:18:17.159,601cheryle,Australia,Night Safari,Nature & Wildlife,"80 Mandai Lake Road, Singapore 729826, Singapore",night safari good busy dont tour group dont get long enough walk would great year ago many people queue unbelievable there not much seat unless one restaurant combine tour river night safari dont tell couple hour kill safari nothing sit heat long day wouldnt,Interaction with Animals
37744,459885907,2017-02-15 00:00:00.000,5,High pricy but worth a visit,I brought some friends there during their first visit in Singapore and they where amazed by the scenic view from the skypark. If you're a first time visitor in Singapore it's a must do!,2017-01-01 00:00:00.000,Friends,2020-01-29 14:29:41.257,jollyjumpercgk,Indonesia,Marina Bay Sands Skypark,Leisure & Recreation,"10 Bayfront Avenue | Level 57, Marina Bay Sands Hotel, Singapore 018956, Singapore",brought friend first visit singapore amaze scenic view skypark first time visitor singapore must,Garden Tour
20119,563086923,2018-02-27 00:00:00.000,5,Great View of the Beach and City,"I love riding cable cars. Good thing I 'own' the cable car in SG because I am alone inside, no other tourist.Great view of Sentosa and the nearby beaches/bay. Not as high and breath-taking as the Maokong Gondola in Taipei but neverthelss the experience is worth it. One can get this at a discountat 48 SG$ combined with 2 more other attractions in Sentosa, so it is a great deal for me.",2018-02-01 00:00:00.000,Solo,2020-01-29 19:20:02.988,RonaldACOnaconami,Philippines,Singapore Cable Car,Leisure & Recreation,"109 Mount Faber Road Faber Peak, Singapore 099203, Singapore",love rid cable car good thing cable car sg alone inside touristgreat view sentosa nearby beachesbay not high breath take maokong gondola taipei neverthelss experience worth one get discountat sg combine attraction sentosa great deal,Transportation and Tickets
96816,511640787,2017-08-12 00:00:00.000,5,First of its kind modern Chinese temple with aircon,"Imagine a extravagant temple with plenty of Gold, deco details and most surprise of all, air condition. This temple even has lift for your visits to 4 of the 5 floors available. Roof top garden is thru stairs. There is even meditation areas on the 4th floor with aircon !_x000D_
There is historical stuff available for one understanding located on 3rd floor including the 2nd.",2017-02-01 00:00:00.000,Family,2020-01-29 23:58:07.699,ivanlim88,Singapore,Buddha Tooth Relic Temple and Museum,"Art, History & Culture","288 South Bridge Road, Singapore 058840, Singapore",imagine extravagant temple plenty gold deco detail surprise air condition temple even lift visit floor available roof top garden thru stair even meditation area th floor aircon xd historical stuff available one understand locate rd floor include nd,Artwork Quality
7804,646782522,2019-01-18 00:00:00.000,5,Wonderful gardens,Spent a few hours here wandering around and using the very cheap shuttle bus. Meandering through an array of plants and trees in this city was delightful. After dark the giant supertrees come to life all lit up with a musical soundtrack to accompany the light show. Is a lovely place to just wander around and take in the sights.,2019-01-01 00:00:00.000,Friends,2020-01-25 20:07:11.190,StayhereStaythere,Australia,Gardens by the Bay,Leisure & Recreation,"18 Marina Gardens Drive | Bayfront Plaza, Singapore 018953, Singapore",spent hour wander around use cheap shuttle bus meander array plant tree city delightful dark giant supertrees come life lit musical soundtrack accompany light show lovely place wander around take sight,Garden Tour
4244,671285769,2019-05-04 00:00:00.000,4,New Jurong Lake Garden,"A newly redevelop garden for all to enjoy their morning or evening walks. There is a childrenÃ¢â‚¬â„¢s playground too if one is coming as a family. ItÃ¢â‚¬â„¢s a place for all occasions. Bird watching, exercise, barbecue, site seeing, etc. Definitely worth a trip with friends and family.",2019-05-01 00:00:00.000,Family,2020-01-30 05:45:51.081,Protr,Singapore,Chinese and Japanese Gardens,Leisure & Recreation,"1 Chinese Garden Road Chinese Garden, Singapore 619795, Singapore",newly redevelop garden enjoy morning even walk childrenatms playground one come family itatms place occasion bird watch exercise barbecue site see etc definitely worth trip friend family,Garden Tour
83227,521308738,2017-09-05 00:00:00.000,5,Kids loved it - so did we!,"We did the NIght Safari and it absolutely captivated both the kids and us. We saw so many animals, and learned so much from the talk they play while you're on the tram._x000D_
We went back another day for the River Safari, which was just as good. I don't usually go to zoos, but this was very nicely done and you feel as if the animals are well treated and happy.",2017-08-01 00:00:00.000,Family,2020-01-30 14:59:45.662,BellsDubai,United Arab Emirates,Night Safari,Nature & Wildlife,"80 Mandai Lake Road, Singapore 729826, Singapore",night safari absolutely captivate kid u saw many animal learn much talk play tramxd go back another day river safari good not usually go zoo nicely do feel animal well treat happy,Interaction with Animals
60060,737830473,2020-01-08 00:00:00.000,5,Awesome..!!,We were staying at orchard road and itÃ¢â‚¬â„¢s was beautifully decorated for Christmas. ItÃ¢â‚¬â„¢s was very lively and nicely lit up. There are plenty of malls on this road. Also all the other places are not far from orchard road so itÃ¢â‚¬â„¢s an ideal place to stay..!,2019-12-01 00:00:00.000,Couples,2020-01-30 02:42:31.826,AbhiJais,India,Orchard Road,Precinct & Street,"Singapore, Singapore",stay orchard road itatms beautifully decorate christmas itatms lively nicely lit plenty mall road also place not far orchard road itatms ideal place stay,Shopping and Restaurant
90452,343885111,2016-01-31 00:00:00.000,3,"A PLEASANT ZOO,IN A DELIGHTFUL ENVIROMENT","The principle,infact sole reason to visit the zoo was the invitingly titled ' 30 minute breakfast with the ourangs' package....enjoying a decent buffet breakfast with' our distant cousins' looking on in the same compound. How cute would that be? As it turned out and through no fault of the trip organiser we ,ie. the coach got stuck in an almighty traffic jam ,made us over an hour late and yes we gobbled down the food minus the prescence of our cousins ,and had to make do with 30 seconds of a few snaps at the 'come and have your picture taken with the ourangs' Otherwise if you've been to one zoo,you've been to a hundred. A frustrating morning.!",2016-01-01 00:00:00.000,Couples,2020-01-26 12:59:09.908,robertpH5589BY,Australia,Singapore Zoo,Nature & Wildlife,"80 Mandai Lake Road, Singapore 729826, Singapore",principleinfact sole reason visit zoo invitingly title minute breakfast ourangs packageenjoying decent buffet breakfast distant cousin look compound cute would turn fault trip organiser ie coach get stuck almighty traffic jam make u hour late yes gobble food minus prescence cousin make second snap come picture take ourangs otherwise one zooyou hundred frustrate morning,Interaction with Animals
